time,durable_step,current_step,furthest_step,steps_at_risk,train_loss,tokens_b,nodes_training,nodes_lost,replacements,below_full_world,degraded_band,goodput,ms_per_step,ms_per_step_typical,whole_group_restarts,usd,usd_per_1k,supervisor_up
1786351239888,6406,6430,6430,24,3.2821,3.160474,8,10,10,0,,0.0,1745,1760,0,34.0661,5.298,1
1786351257274,6406,6440,6440,34,3.2773,3.165389,8,10,10,0,,0.0,1739,1760,0,34.1049,5.2958,1
1786351274871,6406,6450,6450,44,3.2534,3.170304,8,10,10,0,,0.0,1760,1755,0,34.1443,5.2937,1
1786351303576,6406,6460,6460,54,3.2803,3.175219,8,10,10,0,,0.0,2871,1760,0,34.2085,5.2954,1
1786351326075,6458,6470,6470,12,3.2972,3.180134,8,10,10,0,,0.0,2250,1757,0,34.2588,5.295,1
1786351343778,6458,6480,6480,22,3.2798,3.18505,8,10,10,0,,0.0,1770,1755,0,34.2983,5.293,1
1786351361373,6458,6490,6490,32,3.2799,3.189965,8,10,10,0,,0.0,1760,1755,0,34.3377,5.2909,1
1786351378717,6458,6500,6500,42,3.2709,3.19488,8,10,10,0,,0.0,1734,1755,0,34.3764,5.2887,1
1786351396486,6458,6510,6510,52,3.2606,3.199795,8,10,10,0,,0.0,1777,1757,0,34.4162,5.2867,1
1786351430407,6510,6520,6520,10,3.2736,3.20471,8,10,10,0,,0.0,3392,1755,0,34.492,5.2902,1
1786351447961,6510,6530,6530,20,3.2757,3.209626,8,10,10,0,,0.0,1755,1753,0,34.5312,5.2881,1
1786351465291,6510,6540,6540,30,3.2801,3.214541,8,10,10,0,,0.0,1733,1753,0,34.57,5.2859,1
1786351482892,6510,6550,6550,40,3.2734,3.219456,8,10,10,0,,0.0,1760,1753,0,34.6093,5.2839,1
1786351500257,6510,6560,6560,50,3.2793,3.224371,8,10,10,0,,0.0,1736,1755,0,34.6481,5.2817,1
1786351534200,6562,6570,6570,8,3.3024,3.229286,8,10,10,0,,0.0,3394,1755,0,34.724,5.2852,1
1786351551735,6562,6580,6580,18,3.3012,3.234202,8,10,10,0,,0.0,1753,1753,0,34.7632,5.2832,1
1786351569136,6562,6590,6590,28,3.2545,3.239117,8,10,10,0,,0.0,1740,1753,0,34.8021,5.2811,1
1786351586544,6562,6600,6600,38,3.2849,3.244032,8,10,10,0,,0.0,1741,1753,0,34.841,5.2789,1
1786351653140,6600,6610,6610,10,3.2559,3.248947,8,10,10,0,,0.0,6660,1753,0,34.9899,5.2935,1
1786351670706,6600,6620,6620,20,3.301,3.253862,8,10,10,0,,0.0,1757,1753,0,35.0292,5.2914,1
1786351688094,6600,6630,6630,30,3.2655,3.258778,8,10,10,0,,0.0,1739,1751,0,35.0681,5.2893,1
1786351705604,6600,6640,6640,40,3.2669,3.263693,8,10,10,0,,0.0,1751,1750,0,35.1072,5.2872,1
1786351723072,6600,6650,6650,50,3.2888,3.268608,8,10,10,0,,0.0,1747,1747,0,35.1463,5.2852,1
1786351757254,6652,6660,6660,8,3.2637,3.273523,8,10,10,0,,0.0,3418,1750,0,35.2227,5.2887,1
1786351774750,6652,6670,6670,18,3.2901,3.278438,8,10,10,0,,0.0,1750,1750,0,35.2618,5.2866,1
1786351792100,6652,6680,6680,28,3.2751,3.283354,8,10,10,0,,0.0,1735,1750,0,35.3006,5.2845,1
1786351809520,6652,6690,6690,38,3.2666,3.288269,8,10,10,0,,0.0,1742,1747,0,35.3395,5.2824,1
1786351826959,6652,6700,6700,48,3.2658,3.293184,8,10,10,0,,0.0,1744,1750,0,35.3785,5.2804,1
1786351856494,6704,6710,6710,6,3.2925,3.298099,8,10,10,0,,0.0,2954,1750,0,35.4445,5.2823,1
1786351878562,6704,6720,6720,16,3.2856,3.303014,8,10,10,0,,0.0,2207,1751,0,35.4939,5.2818,1
1786351895977,6704,6730,6730,26,3.2868,3.30793,8,10,10,0,,0.0,1741,1751,0,35.5328,5.2798,1
1786351913353,6704,6740,6740,36,3.2956,3.312845,8,10,10,0,,0.0,1738,1750,0,35.5716,5.2777,1
1786351930703,6704,6750,6750,46,3.2801,3.31776,8,10,10,0,,0.0,1735,1750,0,35.6104,5.2756,1
1786351959741,6704,6760,6760,56,3.271,3.322675,8,10,10,0,,0.0,2904,1751,0,35.6753,5.2774,1
1786351981564,6756,6770,6770,14,3.2916,3.32759,8,10,10,0,,0.0,2182,1751,0,35.7241,5.2768,1
1786351999018,6756,6780,6780,24,3.2795,3.332506,8,10,10,0,,0.0,1745,1750,0,35.7632,5.2748,1
1786352016423,6756,6790,6790,34,3.2708,3.337421,8,10,10,0,,0.0,1741,1750,0,35.8021,5.2728,1
1786352033796,6756,6800,6800,44,3.2556,3.342336,8,10,10,0,,0.0,1737,1748,0,35.8409,5.2707,1
1786352062415,6756,6810,6810,54,3.2919,3.347251,8,10,10,0,,0.0,2862,1750,0,35.9049,5.2724,1
1786352085064,6808,6820,6820,12,3.2824,3.352166,8,10,10,0,,0.0,2265,1750,0,35.9555,5.2721,1
1786352102688,6808,6830,6830,22,3.2575,3.357082,8,10,10,0,,0.0,1762,1748,0,35.9949,5.2701,1
1786352120058,6808,6840,6840,32,3.2539,3.361997,8,10,10,0,,0.0,1737,1748,0,36.0337,5.2681,1
1786352137680,6808,6850,6850,42,3.2422,3.366912,8,10,10,0,,0.0,1762,1748,0,36.0731,5.2662,1
1786352155343,6808,6860,6860,52,3.2668,3.371827,8,10,10,0,,0.0,1766,1762,0,36.1126,5.2642,1
1786352189212,6860,6870,6870,10,3.2835,3.376742,8,10,10,0,,0.0,3387,1762,0,36.1883,5.2676,1
1786352206863,6860,6880,6880,20,3.2995,3.381658,8,10,10,0,,0.0,1765,1748,0,36.2278,5.2657,1
1786352224292,6860,6890,6890,30,3.2384,3.386573,8,10,10,0,,0.0,1743,1748,0,36.2668,5.2637,1
1786352241712,6860,6900,6900,40,3.255,3.391488,8,10,10,0,,0.0,1742,1748,0,36.3057,5.2617,1
1786352308346,6900,6910,6910,10,3.2419,3.396403,8,10,10,0,,0.0,6663,1762,0,36.4547,5.2756,1
1786352326141,6900,6920,6920,20,3.2512,3.401318,8,10,10,0,,0.0,1779,1762,0,36.4945,5.2738,1
1786352343617,6900,6930,6930,30,3.2987,3.406234,8,10,10,0,,0.0,1748,1748,0,36.5335,5.2718,1
1786352361095,6900,6940,6940,40,3.2672,3.411149,8,10,10,0,,0.0,1748,1748,0,36.5726,5.2698,1
1786352378518,6900,6950,6950,50,3.2582,3.416064,8,10,10,0,,0.0,1742,1748,0,36.6115,5.2678,1
1786352412770,6951,6960,6960,9,3.2713,3.420979,8,10,10,0,,0.0,3425,1762,0,36.6881,5.2713,1
1786352430471,6951,6970,6970,19,3.294,3.425894,8,10,10,0,,0.0,1770,1762,0,36.7277,5.2694,1
1786352447943,6951,6980,6980,29,3.2579,3.43081,8,10,10,0,,0.0,1747,1762,0,36.7667,5.2674,1
1786352465351,6951,6990,6990,39,3.2621,3.435725,8,10,10,0,,0.0,1741,1748,0,36.8057,5.2655,1
1786352482776,6951,7000,7000,49,3.2289,3.44064,8,10,10,0,,0.0,1743,1748,0,36.8446,5.2635,1
1786352514241,7003,7010,7010,7,3.2927,3.445555,8,10,10,0,,0.0,3146,1748,0,36.915,5.266,1
1786352534117,7003,7020,7020,17,3.2252,3.45047,8,10,10,0,,0.0,1988,1748,0,36.9594,5.2649,1
1786352551466,7003,7030,7030,27,3.2943,3.455386,8,10,10,0,,0.0,1735,1748,0,36.9982,5.2629,1
1786352568857,7003,7040,7040,37,3.2597,3.460301,8,10,10,0,,0.0,1739,1748,0,37.0371,5.2609,1
1786352586217,7003,7050,7050,47,3.2684,3.465216,8,10,10,0,,0.0,1736,1748,0,37.0759,5.259,1
1786352615395,7003,7060,7060,57,3.2502,3.470131,8,10,10,0,,0.0,2918,1748,0,37.1411,5.2608,1
1786352637534,7055,7070,7070,15,3.2595,3.475046,8,10,10,0,,0.0,2214,1748,0,37.1906,5.2603,1
1786352654944,7055,7080,7080,25,3.2436,3.479962,8,10,10,0,,0.0,1741,1748,0,37.2295,5.2584,1
1786352672288,7055,7090,7090,35,3.2676,3.484877,8,10,10,0,,0.0,1734,1747,0,37.2683,5.2565,1
1786352689627,7055,7100,7100,45,3.2677,3.489792,8,10,10,0,,0.0,1734,1746,0,37.307,5.2545,1
1786352718938,7055,7110,7110,55,3.2867,3.494707,8,10,10,0,,0.0,2931,1747,0,37.3726,5.2563,1
1786352741214,7107,7120,7120,13,3.28,3.499622,8,10,10,0,,0.0,2228,1747,0,37.4224,5.256,1
1786352758848,7107,7130,7130,23,3.2604,3.504538,8,10,10,0,,0.0,1763,1746,0,37.4618,5.2541,1
1786352776235,7107,7140,7140,33,3.2451,3.509453,8,10,10,0,,0.0,1739,1746,0,37.5007,5.2522,1
1786352793657,7107,7150,7150,43,3.2335,3.514368,8,10,10,0,,0.0,1742,1746,0,37.5396,5.2503,1
1786352822172,7107,7160,7160,53,3.2404,3.519283,8,10,10,0,,0.0,2852,1746,0,37.6034,5.2519,1
1786352846909,7159,7170,7170,11,3.2442,3.524198,8,10,10,0,,0.0,2474,1746,0,37.6587,5.2523,1
1786352864598,7159,7180,7180,21,3.2465,3.529114,8,10,10,0,,0.0,1769,1746,0,37.6982,5.2504,1
1786352881917,7159,7190,7190,31,3.2361,3.534029,8,10,10,0,,0.0,1732,1746,0,37.7369,5.2485,1
1786352899289,7159,7200,7200,41,3.2547,3.538944,8,10,10,0,,0.0,1737,1746,0,37.7758,5.2466,1
1786352967097,7200,7210,7210,10,3.24,3.543859,8,10,10,0,,0.0,6781,1746,0,37.9273,5.2604,1
1786352984818,7200,7220,7220,20,3.2651,3.548774,8,10,10,0,,0.0,1772,1746,0,37.967,5.2586,1
1786353002280,7200,7230,7230,30,3.2683,3.55369,8,10,10,0,,0.0,1746,1746,0,38.006,5.2567,1
1786353019740,7200,7240,7240,40,3.2442,3.558605,8,10,10,0,,0.0,1746,1746,0,38.045,5.2548,1
1786353037140,7200,7250,7250,50,3.263,3.56352,8,10,10,0,,0.0,1740,1746,0,38.0839,5.253,1
1786353071027,7252,7260,7260,8,3.2598,3.568435,8,10,10,0,,0.0,3389,1747,0,38.1597,5.2562,1
1786353088648,7252,7270,7270,18,3.2309,3.57335,8,10,10,0,,0.0,1762,1747,0,38.1991,5.2543,1
1786353106046,7252,7280,7280,28,3.2464,3.578266,8,10,10,0,,0.0,1740,1747,0,38.238,5.2525,1
1786353123481,7252,7290,7290,38,3.2187,3.583181,8,10,10,0,,0.0,1744,1746,0,38.277,5.2506,1
1786353140836,7252,7300,7300,48,3.253,3.588096,8,10,10,0,,0.0,1736,1746,0,38.3158,5.2487,1
1786353169660,7252,7310,7310,58,3.2481,3.593011,8,10,10,0,,0.0,2882,1747,0,38.3802,5.2504,1
1786353191673,7305,7320,7320,15,3.2311,3.597926,8,10,10,0,,0.0,2201,1747,0,38.4294,5.2499,1
1786353209068,7305,7330,7330,25,3.2222,3.602842,8,10,10,0,,0.0,1740,1747,0,38.4683,5.2481,1
1786353226469,7305,7340,7340,35,3.2613,3.607757,8,10,10,0,,0.0,1740,1746,0,38.5072,5.2462,1
1786353243877,7305,7350,7350,45,3.2622,3.612672,8,10,10,0,,0.0,1741,1746,0,38.5461,5.2444,1
1786353272467,7305,7360,7360,55,3.2517,3.617587,8,10,10,0,,0.0,2859,1747,0,38.61,5.2459,1
1786353295156,7358,7370,7370,12,3.2698,3.622502,8,10,10,0,,0.0,2269,1747,0,38.6607,5.2457,1
1786353312662,7358,7380,7380,22,3.2348,3.627418,8,10,10,0,,0.0,1751,1746,0,38.6999,5.2439,1
1786353330068,7358,7390,7390,32,3.2459,3.632333,8,10,10,0,,0.0,1741,1746,0,38.7388,5.2421,1
1786353347492,7358,7400,7400,42,3.2692,3.637248,8,10,10,0,,0.0,1742,1745,0,38.7777,5.2402,1
1786353364959,7358,7410,7410,52,3.2504,3.642163,8,10,10,0,,0.0,1747,1747,0,38.8168,5.2384,1
1786353398323,7410,7420,7420,10,3.2556,3.647078,8,10,10,0,,0.0,3336,1747,0,38.8914,5.2414,1
1786353416041,7410,7430,7430,20,3.2349,3.651994,8,10,10,0,,0.0,1772,1745,0,38.931,5.2397,1
1786353433441,7410,7440,7440,30,3.2493,3.656909,8,10,10,0,,0.0,1740,1745,0,38.9699,5.2379,1
1786353450806,7410,7450,7450,40,3.2578,3.661824,8,10,10,0,,0.0,1736,1747,0,39.0087,5.2361,1
1786353468374,7410,7460,7460,50,3.2298,3.666739,8,10,10,0,,0.0,1757,1748,0,39.048,5.2343,1
1786353497497,7410,7470,7470,60,3.2766,3.671654,8,10,10,0,,0.0,2912,1748,0,39.1131,5.236,1
1786353519608,7463,7480,7480,17,3.2758,3.67657,8,10,10,0,,0.0,2211,1747,0,39.1625,5.2356,1
1786353536950,7463,7490,7490,27,3.2681,3.681485,8,10,10,0,,0.0,1734,1747,0,39.2013,5.2338,1
1786353554341,7463,7500,7500,37,3.2579,3.6864,8,10,10,0,,0.0,1739,1747,0,39.2402,5.232,1
1786353632597,7500,7510,7510,10,3.2591,3.691315,8,10,10,0,,0.0,7826,1748,0,39.4151,5.2484,1
1786353650155,7500,7520,7520,20,3.2116,3.69623,8,10,10,0,,0.0,1756,1748,0,39.4544,5.2466,1
1786353667560,7500,7530,7530,30,3.2267,3.701146,8,10,10,0,,0.0,1741,1748,0,39.4933,5.2448,1
1786353685005,7500,7540,7540,40,3.2247,3.706061,8,10,10,0,,0.0,1744,1747,0,39.5323,5.243,1
1786353702459,7500,7550,7550,50,3.2785,3.710976,8,10,10,0,,0.0,1745,1747,0,39.5713,5.2412,1
1786353736624,7552,7560,7560,8,3.2602,3.715891,8,10,10,0,,0.0,3417,1748,0,39.6477,5.2444,1
1786353754108,7552,7570,7570,18,3.2212,3.720806,8,10,10,0,,0.0,1748,1752,0,39.6868,5.2426,1
1786353771524,7552,7580,7580,28,3.2563,3.725722,8,10,10,0,,0.0,1742,1752,0,39.7257,5.2409,1
1786353788962,7552,7590,7590,38,3.2256,3.730637,8,10,10,0,,0.0,1744,1748,0,39.7647,5.2391,1
1786353806552,7552,7600,7600,48,3.2208,3.735552,8,10,10,0,,0.0,1759,1748,0,39.804,5.2374,1
1786353836043,7604,7610,7610,6,3.2616,3.740467,8,10,10,0,,0.0,2949,1752,0,39.8699,5.2391,1
1786353857886,7604,7620,7620,16,3.222,3.745382,8,10,10,0,,0.0,2184,1752,0,39.9188,5.2387,1
1786353875307,7604,7630,7630,26,3.2589,3.750298,8,10,10,0,,0.0,1742,1752,0,39.9577,5.2369,1
1786353892735,7604,7640,7640,36,3.2612,3.755213,8,10,10,0,,0.0,1743,1752,0,39.9967,5.2352,1
1786353910118,7604,7650,7650,46,3.2344,3.760128,8,10,10,0,,0.0,1738,1756,0,40.0355,5.2334,1
1786353939175,7604,7660,7660,56,3.244,3.765043,8,10,10,0,,0.0,2906,1759,0,40.1005,5.235,1
1786353961278,7656,7670,7670,14,3.2692,3.769958,8,10,10,0,,0.0,2210,1756,0,40.1499,5.2347,1
1786353978802,7656,7680,7680,24,3.2347,3.774874,8,10,10,0,,0.0,1752,1759,0,40.1891,5.233,1
1786353996140,7656,7690,7690,34,3.2699,3.779789,8,10,10,0,,0.0,1734,1762,0,40.2278,5.2312,1
1786354013495,7656,7700,7700,44,3.2463,3.784704,8,10,10,0,,0.0,1736,1762,0,40.2666,5.2294,1
1786354042064,7656,7710,7710,54,3.2071,3.789619,8,10,10,0,,0.0,2857,1762,0,40.3305,5.2309,1
1786354064429,7708,7720,7720,12,3.23,3.794534,8,10,10,0,,0.0,2237,1759,0,40.3805,5.2306,1
1786354082053,7708,7730,7730,22,3.2252,3.79945,8,10,10,0,,0.0,1762,1762,0,40.4199,5.229,1
1786354099460,7708,7740,7740,32,3.25,3.804365,8,10,10,0,,0.0,1741,1777,0,40.4588,5.2272,1
1786354116849,7708,7750,7750,42,3.2802,3.80928,8,10,10,0,,0.0,1739,1777,0,40.4977,5.2255,1
1786354134620,7708,7760,7760,52,3.2755,3.814195,8,10,10,0,,0.0,1777,1777,0,40.5374,5.2239,1
1786354212637,7760,7770,7770,10,3.2065,3.81911,6,12,10,1,7770,0.0,2317,1762,0,40.6876,5.2365,1
1786354234991,7760,7780,7780,20,3.2458,3.824026,6,12,10,1,7780,0.0,2235,1762,0,40.7376,5.2362,1
1786354269677,7760,7790,7790,30,3.2517,3.828941,6,12,10,1,7790,0.0,3469,1777,0,40.8151,5.2394,1
1786354297225,7787,7800,7800,13,3.2335,3.833856,6,12,10,1,7800,0.0,2755,1777,0,40.8767,5.2406,1
1786354409610,7787,7790,7800,3,3.2345,3.828941,8,12,12,0,,0.0,3237,1777,0,41.1279,5.2796,1
1786354426856,7787,7800,7800,13,3.2413,3.833856,8,12,12,0,,0.0,1725,1762,0,41.1665,5.2778,1
1786354494439,7801,7810,7810,9,3.2351,3.838771,8,12,12,0,,0.0,6758,1762,0,41.3176,5.2903,1
1786354512279,7801,7820,7820,19,3.2523,3.843686,8,12,12,0,,0.0,1784,1777,0,41.3575,5.2887,1
1786354529859,7801,7830,7830,29,3.2338,3.848602,8,12,12,0,,0.0,1758,1777,0,41.3968,5.2869,1
1786354547287,7801,7840,7840,39,3.2383,3.853517,8,12,12,0,,0.0,1743,1777,0,41.4357,5.2852,1
1786354564698,7801,7850,7850,49,3.2339,3.858432,8,12,12,0,,0.0,1741,1768,0,41.4746,5.2834,1
1786354595920,7854,7860,7860,6,3.2331,3.863347,8,12,12,0,,0.0,3122,1762,0,41.5444,5.2856,1
1786354618294,7854,7870,7870,16,3.2303,3.868262,8,12,12,0,,0.0,2237,1768,0,41.5945,5.2852,1
1786354635719,7854,7880,7880,26,3.2506,3.873178,8,12,12,0,,0.0,1742,1768,0,41.6334,5.2834,1
1786354653112,7854,7890,7890,36,3.2578,3.878093,8,12,12,0,,0.0,1739,1768,0,41.6723,5.2817,1
1786354670477,7854,7900,7900,46,3.2184,3.883008,8,12,12,0,,0.0,1737,1760,0,41.7111,5.2799,1
1786354700071,7854,7910,7910,56,3.2521,3.887923,8,12,12,0,,0.0,2959,1758,0,41.7773,5.2816,1
1786354722476,7906,7920,7920,14,3.2442,3.892838,8,12,12,0,,0.0,2241,1758,0,41.8274,5.2812,1
1786354740025,7906,7930,7930,24,3.2134,3.897754,8,12,12,0,,0.0,1755,1758,0,41.8666,5.2795,1
1786354757403,7906,7940,7940,34,3.2292,3.902669,8,12,12,0,,0.0,1738,1755,0,41.9054,5.2778,1
1786354774798,7906,7950,7950,44,3.2281,3.907584,8,12,12,0,,0.0,1740,1750,0,41.9443,5.276,1
1786354803268,7906,7960,7960,54,3.2344,3.912499,8,12,12,0,,0.0,2847,1755,0,42.008,5.2774,1
1786354825989,7958,7970,7970,12,3.2141,3.917414,8,12,12,0,,0.0,2272,1755,0,42.0588,5.2771,1
1786354843673,7958,7980,7980,22,3.2393,3.92233,8,12,12,0,,0.0,1768,1750,0,42.0983,5.2755,1
1786354861054,7958,7990,7990,32,3.2264,3.927245,8,12,12,0,,0.0,1738,1746,0,42.1372,5.2737,1
1786354878493,7958,8000,8000,42,3.2519,3.93216,8,12,12,0,,0.0,1744,1750,0,42.1761,5.272,1
1786354895895,7958,8010,8010,52,3.2537,3.937075,8,12,12,0,,0.0,1740,1751,0,42.2151,5.2703,1
1786354930102,8011,8020,8020,9,3.2435,3.94199,8,12,12,0,,0.0,3421,1751,0,42.2915,5.2733,1
1786354947704,8011,8030,8030,19,3.2238,3.946906,8,12,12,0,,0.0,1760,1750,0,42.3309,5.2716,1
1786354965208,8011,8040,8040,29,3.2107,3.951821,8,12,12,0,,0.0,1750,1750,0,42.37,5.2699,1
1786354982581,8011,8050,8050,39,3.2396,3.956736,8,12,12,0,,0.0,1737,1750,0,42.4088,5.2682,1
1786354999940,8011,8060,8060,49,3.2291,3.961651,8,12,12,0,,0.0,1736,1751,0,42.4476,5.2665,1
1786355030232,8063,8070,8070,7,3.2331,3.966566,8,12,12,0,,0.0,3029,1751,0,42.5154,5.2683,1
1786355051380,8063,8080,8080,17,3.2659,3.971482,8,12,12,0,,0.0,2115,1750,0,42.5626,5.2677,1
1786355068767,8063,8090,8090,27,3.2615,3.976397,8,12,12,0,,0.0,1739,1746,0,42.6015,5.2659,1
1786355086221,8063,8100,8100,37,3.2315,3.981312,8,12,12,0,,0.0,1745,1746,0,42.6405,5.2643,1
1786355152722,8100,8110,8110,10,3.2522,3.986227,8,12,12,0,,0.0,6650,1750,0,42.7892,5.2761,1
1786355170361,8100,8120,8120,20,3.2431,3.991142,8,12,12,0,,0.0,1764,1750,0,42.8286,5.2745,1
1786355187816,8100,8130,8130,30,3.2137,3.996058,8,12,12,0,,0.0,1746,1750,0,42.8677,5.2728,1
1786355205250,8100,8140,8140,40,3.2255,4.000973,8,12,12,0,,0.0,1743,1746,0,42.9066,5.2711,1
1786355222758,8100,8150,8150,50,3.2427,4.005888,8,12,12,0,,0.0,1751,1746,0,42.9458,5.2694,1
1786355253561,8152,8160,8160,8,3.2555,4.010803,8,12,12,0,,0.0,3080,1750,0,43.0146,5.2714,1
1786355274074,8152,8170,8170,18,3.2421,4.015718,8,12,12,0,,0.0,2051,1751,0,43.0605,5.2706,1
1786355291496,8152,8180,8180,28,3.2269,4.020634,8,12,12,0,,0.0,1742,1751,0,43.0994,5.2689,1
1786355308891,8152,8190,8190,38,3.2504,4.025549,8,12,12,0,,0.0,1740,1750,0,43.1383,5.2672,1
1786355326286,8152,8200,8200,48,3.2308,4.030464,8,12,12,0,,0.0,1739,1746,0,43.1772,5.2655,1
1786355356964,8205,8210,8210,5,3.2033,4.035379,8,12,12,0,,0.0,3068,1746,0,43.2458,5.2675,1
1786355379562,8205,8220,8220,15,3.1921,4.040294,8,12,12,0,,0.0,2260,1751,0,43.2963,5.2672,1
1786355396988,8205,8230,8230,25,3.2405,4.04521,8,12,12,0,,0.0,1743,1748,0,43.3353,5.2655,1
1786355414426,8205,8240,8240,35,3.2214,4.050125,8,12,12,0,,0.0,1744,1746,0,43.3743,5.2639,1
1786355431833,8205,8250,8250,45,3.2225,4.05504,8,12,12,0,,0.0,1741,1746,0,43.4132,5.2622,1
1786355460812,8205,8260,8260,55,3.2352,4.059955,8,12,12,0,,0.0,2898,1748,0,43.478,5.2637,1
1786355482454,8257,8270,8270,13,3.2402,4.06487,8,12,12,0,,0.0,2164,1748,0,43.5263,5.2632,1
1786355500119,8257,8280,8280,23,3.231,4.069786,8,12,12,0,,0.0,1766,1746,0,43.5658,5.2616,1
1786355517507,8257,8290,8290,33,3.2208,4.074701,8,12,12,0,,0.0,1739,1745,0,43.6047,5.2599,1
1786355534883,8257,8300,8300,43,3.2246,4.079616,8,12,12,0,,0.0,1738,1745,0,43.6435,5.2583,1
1786355563261,8257,8310,8310,53,3.2106,4.084531,8,12,12,0,,0.0,2838,1745,0,43.707,5.2596,1
1786355586433,8309,8320,8320,11,3.239,4.089446,8,12,12,0,,0.0,2317,1745,0,43.7588,5.2595,1
1786355603985,8309,8330,8330,21,3.2187,4.094362,8,12,12,0,,0.0,1755,1744,0,43.798,5.2579,1
1786355621380,8309,8340,8340,31,3.2316,4.099277,8,12,12,0,,0.0,1740,1744,0,43.8369,5.2562,1
1786355638785,8309,8350,8350,41,3.2581,4.104192,8,12,12,0,,0.0,1741,1744,0,43.8758,5.2546,1
1786355656194,8309,8360,8360,51,3.2334,4.109107,8,12,12,0,,0.0,1741,1745,0,43.9147,5.253,1
1786355690505,8361,8370,8370,9,3.212,4.114022,8,12,12,0,,0.0,3431,1745,0,43.9914,5.2558,1
1786355707987,8361,8380,8380,19,3.1979,4.118938,8,12,12,0,,0.0,1748,1744,0,44.0305,5.2542,1
1786355725412,8361,8390,8390,29,3.2279,4.123853,8,12,12,0,,0.0,1742,1744,0,44.0695,5.2526,1
1786355742827,8361,8400,8400,39,3.2509,4.128768,8,12,12,0,,0.0,1741,1744,0,44.1084,5.251,1
1786355809056,8400,8410,8410,10,3.2355,4.133683,8,12,12,0,,0.0,6623,1745,0,44.2565,5.2624,1
1786355826617,8400,8420,8420,20,3.2209,4.138598,8,12,12,0,,0.0,1756,1745,0,44.2957,5.2608,1
1786355844067,8400,8430,8430,30,3.2268,4.143514,8,12,12,0,,0.0,1745,1745,0,44.3347,5.2592,1
1786355861487,8400,8440,8440,40,3.2388,4.148429,8,12,12,0,,0.0,1742,1744,0,44.3737,5.2575,1
1786355878890,8400,8450,8450,50,3.211,4.153344,8,12,12,0,,0.0,1740,1745,0,44.4126,5.2559,1
1786355907765,8400,8460,8460,60,3.2075,4.158259,8,12,12,0,,0.0,2887,1745,0,44.4771,5.2573,1
1786355930135,8453,8470,8470,17,3.2235,4.163174,8,12,12,0,,0.0,2237,1745,0,44.5272,5.257,1
1786355947541,8453,8480,8480,27,3.1978,4.16809,8,12,12,0,,0.0,1741,1745,0,44.5661,5.2554,1
1786355964973,8453,8490,8490,37,3.2351,4.173005,8,12,12,0,,0.0,1743,1745,0,44.605,5.2538,1
1786355982348,8453,8500,8500,47,3.1977,4.17792,8,12,12,0,,0.0,1737,1745,0,44.6439,5.2522,1
1786356012079,8453,8510,8510,57,3.2075,4.182835,8,12,12,0,,0.0,2973,1745,0,44.7103,5.2539,1
1786356034456,8506,8520,8520,14,3.2451,4.18775,8,12,12,0,,0.0,2238,1745,0,44.7604,5.2536,1
1786356051895,8506,8530,8530,24,3.226,4.192666,8,12,12,0,,0.0,1744,1745,0,44.7994,5.252,1
1786356069310,8506,8540,8540,34,3.1712,4.197581,8,12,12,0,,0.0,1742,1745,0,44.8383,5.2504,1
1786356086719,8506,8550,8550,44,3.2352,4.202496,8,12,12,0,,0.0,1741,1745,0,44.8772,5.2488,1
1786356116330,8506,8560,8560,54,3.2305,4.207411,8,12,12,0,,0.0,2961,1745,0,44.9434,5.2504,1
1786356138422,8557,8570,8570,13,3.1947,4.212326,8,12,12,0,,0.0,2209,1745,0,44.9928,5.25,1
1786356156044,8557,8580,8580,23,3.2403,4.217242,8,12,12,0,,0.0,1762,1745,0,45.0322,5.2485,1
1786356173440,8557,8590,8590,33,3.2215,4.222157,8,12,12,0,,0.0,1740,1752,0,45.0711,5.2469,1
1786356190889,8557,8600,8600,43,3.2488,4.227072,8,12,12,0,,0.0,1745,1752,0,45.1101,5.2454,1
1786356219319,8557,8610,8610,53,3.2314,4.231987,8,12,12,0,,0.0,2843,1755,0,45.1736,5.2466,1
1786356241897,8608,8620,8620,12,3.2227,4.236902,8,12,12,0,,0.0,2258,1755,0,45.2241,5.2464,1
1786356259452,8608,8630,8630,22,3.2195,4.241818,8,12,12,0,,0.0,1755,1755,0,45.2634,5.2449,1
1786356276872,8608,8640,8640,32,3.2243,4.246733,8,12,12,0,,0.0,1742,1755,0,45.3023,5.2433,1
1786356294279,8608,8650,8650,42,3.2166,4.251648,8,12,12,0,,0.0,1741,1755,0,45.3412,5.2418,1
1786356311683,8608,8660,8660,52,3.2437,4.256563,8,12,12,0,,0.0,1740,1757,0,45.3801,5.2402,1
1786356343356,8662,8670,8670,8,3.2559,4.261478,8,12,12,0,,0.0,3167,1757,0,45.4509,5.2423,1
1786356363962,8662,8680,8680,18,3.2122,4.266394,8,12,12,0,,0.0,2061,1757,0,45.497,5.2416,1
1786356381379,8662,8690,8690,28,3.2352,4.271309,8,12,12,0,,0.0,1742,1757,0,45.5359,5.24,1
1786356398744,8662,8700,8700,38,3.2019,4.276224,8,12,12,0,,0.0,1737,1757,0,45.5748,5.2385,1
1786356465434,8700,8710,8710,10,3.23,4.281139,8,12,12,0,,0.0,6669,1759,0,45.7238,5.2496,1
1786356483135,8700,8720,8720,20,3.2409,4.286054,8,12,12,0,,0.0,1770,1759,0,45.7634,5.2481,1
